,title,title_label,description,description_label
14,취업 가뭄이라는데  토스  보험분석매니저  명 더 뽑는다,1,토스인슈어런스가 연말 신입 보험분석매니저  명을 더 채용하고 본격적인 사업 확정에 시동을 건다  토스인슈어런스는 올해 보험업계 경력이 없는 신입 보험분석매니저  여명을 채용했다고  일 밝혔다  이에 따라 ,0
15,중앙대학교 평생교육원  학점은행제 주말 전공 학사학위 과정 신입생 모집,1,취득과정 신입생을 모집 중이다  중앙대학교에 따르면  주말 학사학위 과정의 경우에 평소 관심은 있으나  취득하여 취업을 하거나 석사학위 과정을 목표로 하는 수험생들에게 적합한 과정으로 토요일 주  회 수업으로 ,0
16,충남인력개발원  디지털 뉴딜사업  차 산업 신입생 모집,0,충남인력개발원이 디지털  차 산업분야 뉴딜사업 일환으로 고용노동부가 주관한 년 전반기 신입생  충청권에 취업으로 지역에서 맹활약을 보인다  이어 여 명의 재직근로자의 직무능력향상교육을 ,0
17,취업에 강한 폴리텍 김제캠퍼스  전북 폴리텍으로 재도약,1,오는  일까지 신입생을 모집중인데 지난해에는  대   을 기록했다  학령인구 감소와 마이스터고 및 특성화고의 선취업으로 예전보다는 다소 낮아졌지만 높은 취업률과 이를 뒷받침하는 교육환경에 대한 기대감이 ,0
18,  취업패키지 활용해 장애인 채용에 앞장,0, 일 전북혁신도시   본사에서 임용장 수여식 후  왼쪽에서 세 번째  오애리   경영이사와 신입직원들이 기념촬영을 하고 있다   사진제공 한국국토정보공사   한국국토정보공사 이하  가 장애인 취업지원 제도를 ,0
19,항공정비 전문가 양성 한국에어텍  학년도 신입생 모집,1,항공정비 전문가를 양성하는 한국에어텍항공직업전문학교 이하 한국에어텍 가  학년도 신입생 모집을  상담과 취업지원을 하고 있다  또한 수준별 맞춤 토익 특강과 실전 면접진행 등 취업 중심의 커리큘럼을 ,0
20, 비대면 취업지원 시스템으로  코로나 취업난  이겨냈어요 ,1,청년드림대학과 일자리운영센터 운영 대학 가운데 진로지도 및 취업 창업 지원을 잘한 곳을 베스트  예비 신입생 오리엔테이션을 연 경기대는 난관에 부딪혔다   일간 전공별 직무를 소개하고 대학생활 설계를 돕는 ,0
21,올해 신입사원 합격스펙  평균  졸업학점   점 토익점수   점,0,잡코리아는 올해 신입직 취업에 성공한  년대졸 학력의 신입사원의  합격스펙 을 조사한 결과를 공개했다  자료에 따르면  매년 증가 추세를 보이던  인턴경험  과  자격증 취득  비율은 감소하고 ,0
22,수능 후 한국과학기술직업전문학교  학년도 신입생 선발,1,면접전형으로 신입생을 선발 중이다  과기전 관계자는  항공정비 단일과정을 운영하며 항공정비사 취업에 있어 가장 중요한 면장 취득에 유리한 실습이 진행되고 있으며 실제로 본교의 항공정비사 면장  항공산업기사 등 ,0
23, 조기취업형 계약학과   개 대학  참여기업 모집 실무형 우수인재 키운다,1,학사급 실무형 우수인재 조기 확보 및 신입사원 교육 비용 절감 교육부 부총리 겸 교육부장관 유은혜 와 한국산업기술진흥원 원장 석영철 이 주관하고 있는  조기취업형 계약학과 선도대학 육성사업 에 참여하는  개 ,0
24, 저축은행 대졸신입 채용 비대면 화상면접 실시,1, 저축은행이 코로나  확산 방지를 위해 대졸신입 수시채용 과정에서 비대면 화상 면접 제도를 도입한다   저축은행 관계자는  코로나 로 인해 많은 기업들이 채용을 중단하거나 취소하는 상황이 잦아 취업준비생 ,0
25, 기업은행  코로나  사태 속 전국  명 신입행원 시험 강행 수험생 시험 연기  청와대 청원 ,0,예정된 신입행원 필기시험을 강행 할 것으로 보여 수험생들이  차 감염 우려의 불안 속에 시험연기를  그는 이어  저는 취업을 하고 싶지만  코로나에 걸리고싶진 않습니다  하지만 을의 입장인 취준생이기에 ,0
26, 신입사원 취업연령 갈수록 높아져 ,0,한편 취업에 성공한 신입사원이 퇴사를 결심하는 기간은 입사 후  개월 전후인 것으로 나타났다  취업포털 인크루트는 입사  년차 미만 신입사원  명을 대상으로 퇴사결심 시기 및 이유에 대해 조사한 결과  ,0
27,일본 인사담당자에게 듣는 일본  기업 취업 전략,0,일본 학생들은 취업을 위해 신졸 대학졸업 후 신입사원으로 입사하는 경우를 가리키는 말  대상 취업활동 사이트에 등록하는 경우가 대부분입니다  잘 알려진 매체로는 마이나비  리쿠나비   캠퍼스   ,0
28, 예비 유니콘에 취업하는 것은 어떨까 ,1, 예비 유니콘에 취업하는 것은 어떨까  이른바  로켓 신화 를 일군 스타트업들이 공격적으로 인재  밀키트 시장 업계  위 기업인  프레시지 가 신입 및 경력 사원을 모집하고 있다  모집 부문은 ,0
29,서울 특성화고  곳  내년도 신입생  만 명 모집,0,한편 최근 특성화고가 취업률 하락과 신입생 미달 등으로 위기를 맞자 다양한 타개책들이 마련되고 있다  국회 교육위 소속 정청래 더불어민주당 의원이 교육부에서 받아 분석한 자료에 따르면 직업계고 취업률은 ,0
30,직업계  취업률    정부  년만에 주저앉았다,1,서울의 한 특성화고 취업부장은  하도 고졸 취업이 어렵다 보니 특성화고에서도 신입생을 유치하려고  취업이 잘된다 가 아니라  특례전형으로 대학 가기 쉽다 고 홍보하고 있는 상황 이라고 말했다 ,0
31,삼성 네이버 등 하반기 신입공채 비대면이 대세,0,취업포털 인크루트는 하반기 신입모집에 나선 주요 기업의 채용 소식을  일 정리해 발표했다  인크루트   삼성 포스코  삼성은 지난  일 하반기  급 신입사원 모집에 돌입했다  삼성전자와 삼성디스플레이 ,0
32,충북대  진로 취업 도와드려요,1,진로 취업 로드맵과 함께하는 신입생 멘토링 을 운영했다  이번 프로그램은  신입생 정착 멘토링 에 참여하고 있는 학생들을 대상으로 신청을 받아 총  회를 진행  신입생  여 명에게 충북대에서 운영하는 다양한 교과 ,0
33, 년 한경 대학 취업 창업 평가  울산과학대   년 연속 경남 경북 강원 권역  위  전국  위 등극,1,속에서도 신입생 모집에서 눈에 띄는 성과를 내고 있다   학년도 수시  차 모집에서는 정원 내  지난해 신입생 모집결과를 보면 서울 경기 지역 대학만 충원률  를 달성했고   에 살짝 못 미치는 수치로 ,0
34,동국대 전산원  직장인 야간대학교 개념  학년도  월 신입생 모집 나서,1,주말학사과정 신입생을 모집한다고 밝혔다  주말학사과정은 고등학교 졸업 예정 이상 학력 소지자로  현재 동국대 전산원은 성공적인 취업사례와 학사편입 및 대학원 합격자 명단을 홈페이지에 공개하고 있으며 ,0
35, 출근길  취업자  개월 연속 감소  이후 최장 감소세 경제단체  중대재해법 철회하라     경제 ,0, 세대 취준생  는 정년 퇴임 목표로 안 해  세대  신입 취업준비생  명 중  명 이상은 첫 직장에서 정년까지 다니는 것을 목표로 하지 않는 것으로 나타났습니다  취업포털 사람인이  대  세대  구직자 ,0
36,대기업 신입사원도 받는 근로장려금 논란,0,이러한 경우 연봉이 높은 신입사원도 하반기에 취업해 월급을 몇 달치만 받았다면 연소득이  천만원을 넘지 않아 장려금을 받을 수 있는 조건이 된다  실제로 제도 개편 이후   세 미만 단독 가구에만 매년 약  천억원이 ,0
37, 첫 출근 언제하죠 대한항공 신입사원  여명   년째  입사 대기 ,1,업계에 따르면 이미 일부 신입사원들은 대한항공 입사를 기다리지 못하고 다른 기업에 취업한 것으로 전해졌다  대한항공도 다른 회사 입사를 막고 있지는 않다  특히 한진그룹이 대한항공과 아시아나항공의 합병을 ,0
38,지방서 수도권으로 재입사  공기업  중고신입 늘었다,1,신입 직원들 입장에서는 작은 기관에 취업했다가  년 정도 경력을 쌓은 뒤 더 좋은 기관 신입으로 다시 도전해 취업해도 손해볼 것은 없다  임금이 높아지니 연봉 보전도 되는 데다 기존 직장에서 쌓은 노하우가 있어 ,0
39, 삼성에서   배웠습니다  믿고 뽑는다는 대기업 취업지원프로그램 수료자들,0,  취업준비생 김모 씨는 지난  월부터 진행하고 있는  삼성 청년 소프트웨어 아카데미   기  방식으로 신입사원  명을 뽑기도 했다  금융업계 관계자는  최근 은행권은 물론 증권  보험업계까지 ,0
40,용인송담대학교 대학일자리센터  백암고와 협업 지역청년 지원 취업프로그램 시행 ,0, 용인송담대학교 총장 최성식  대학일자리센터는 최근 백암고등학교와 협업하여 대학교 비진학 학생들 대상으로 신입사원 직장예절 을 주제로 취업역량강화 특강을 진행했다  용인송담대학교 대학일자리센터 백암고와 ,0
41,올해 신입사원 합격스펙  평균  졸업학점   점 토익점수   점,0,잡코리아는 올해 신입직 취업에 성공한  년대졸 학력의 신입사원의  합격스펙 을 조사한 결과를 공개했다  자료에 따르면  매년 증가 추세를 보이던  인턴경험  과  자격증 취득  비율은 감소하고 ,0
42,수능 후 한국과학기술직업전문학교  학년도 신입생 선발,1,면접전형으로 신입생을 선발 중이다  과기전 관계자는  항공정비 단일과정을 운영하며 항공정비사 취업에 있어 가장 중요한 면장 취득에 유리한 실습이 진행되고 있으며 실제로 본교의 항공정비사 면장  항공산업기사 등 ,0
43, 조기취업형 계약학과   개 대학  참여기업 모집 실무형 우수인재 키운다,1,학사급 실무형 우수인재 조기 확보 및 신입사원 교육 비용 절감 교육부 부총리 겸 교육부장관 유은혜 와 한국산업기술진흥원 원장 석영철 이 주관하고 있는  조기취업형 계약학과 선도대학 육성사업 에 참여하는  개 ,0
44, 저축은행 대졸신입 채용 비대면 화상면접 실시,1, 저축은행이 코로나  확산 방지를 위해 대졸신입 수시채용 과정에서 비대면 화상 면접 제도를 도입한다   저축은행 관계자는  코로나 로 인해 많은 기업들이 채용을 중단하거나 취소하는 상황이 잦아 취업준비생 ,0
45,  취업패키지 활용 통해 공공기관 장애인 채용 앞장서,1,한국국토정보공사 가 장애인 취업지원 제도를 적극 활용해 장애인 채용에 적극 임하고 있다   는  오애리   경영이사 사진 왼쪽에서 세 번째 가  일 전북혁신도시   본사에서 장애인 신입직원 임용장 수여식 후 ,0
46, 뉴스투데이   한국국토정보공사  취업패키지 활용 장애인 채용,1, 편집자주  전북혁신도시   본사에 장애인 신입직원이 임용장 수여식 후 기념촬영을 하고 있다   사진제공 한국국토정보공사  한국국토정보공사 가 장애인 취업지원 제도를 활용해 장애인 채용에 앞장선다 ,0
47, 기업은행  코로나  사태 속 전국  명 신입행원 시험 강행 수험생 시험 연기  청와대 청원 ,0,예정된 신입행원 필기시험을 강행 할 것으로 보여 수험생들이  차 감염 우려의 불안 속에 시험연기를  그는 이어  저는 취업을 하고 싶지만  코로나에 걸리고싶진 않습니다  하지만 을의 입장인 취준생이기에 ,0
48, 신입사원 취업연령 갈수록 높아져 ,0,한편 취업에 성공한 신입사원이 퇴사를 결심하는 기간은 입사 후  개월 전후인 것으로 나타났다  취업포털 인크루트는 입사  년차 미만 신입사원  명을 대상으로 퇴사결심 시기 및 이유에 대해 조사한 결과  ,0
49,일본 인사담당자에게 듣는 일본  기업 취업 전략,0,일본 학생들은 취업을 위해 신졸 대학졸업 후 신입사원으로 입사하는 경우를 가리키는 말  대상 취업활동 사이트에 등록하는 경우가 대부분입니다  잘 알려진 매체로는 마이나비  리쿠나비   캠퍼스   ,0
50, 예비 유니콘에 취업하는 것은 어떨까 ,1, 예비 유니콘에 취업하는 것은 어떨까  이른바  로켓 신화 를 일군 스타트업들이 공격적으로 인재  밀키트 시장 업계  위 기업인  프레시지 가 신입 및 경력 사원을 모집하고 있다  모집 부문은 ,0
51,서울 특성화고  곳  내년도 신입생  만 명 모집,0,한편 최근 특성화고가 취업률 하락과 신입생 미달 등으로 위기를 맞자 다양한 타개책들이 마련되고 있다  국회 교육위 소속 정청래 더불어민주당 의원이 교육부에서 받아 분석한 자료에 따르면 직업계고 취업률은 ,0
52,올해 신입사원 합격스펙  인턴경험 줄고 영어말하기 늘었다,1,잡코리아가 올해 신입직 취업에 성공한  년대졸 학력의 신입사원  명의  합격스펙 을 조사한 결과  매년 증가 추세를 보이던  인턴경험  과  자격증 취득  비율은 감소하고   영어말하기 점수  보유자가 ,0
53,용인송담대 대학일자리센터  백암고와 지역청년 지원 취업프로그램 시행,0,용인송담대학교 대학일자리센터는 최근 백암고등학교와 협업해 대학교 비진학 학생들 대상으로  신입사원 직장예절 을 주제로 취업역량강화 특강을 진행했다   사진 용인송담대 제공  용인송담대학교 총장 최성식 ,0
54,직업계  취업률    정부  년만에 주저앉았다,1,서울의 한 특성화고 취업부장은  하도 고졸 취업이 어렵다 보니 특성화고에서도 신입생을 유치하려고  취업이 잘된다 가 아니라  특례전형으로 대학 가기 쉽다 고 홍보하고 있는 상황 이라고 말했다 ,0
55,삼성 네이버 등 하반기 신입공채 비대면이 대세,0,취업포털 인크루트는 하반기 신입모집에 나선 주요 기업의 채용 소식을  일 정리해 발표했다  인크루트   삼성 포스코  삼성은 지난  일 하반기  급 신입사원 모집에 돌입했다  삼성전자와 삼성디스플레이 ,0
56, 교육비 전액 무료  청년 직업 자립 프로그램   뉴스쿨   신입생 모집,0, 대 청년 직업 교육 프로그램   뉴스쿨 이  일부터  일까지  주간   신입생을 모집한다고  일 전했다  통해 취업하고 건강한 사회 구성원으로 자립하길 바란다 고 말했다    뉴스쿨 학과별 선발인원은 ,0
57,충북대  진로 취업 도와드려요,1,진로 취업 로드맵과 함께하는 신입생 멘토링 을 운영했다  이번 프로그램은  신입생 정착 멘토링 에 참여하고 있는 학생들을 대상으로 신청을 받아 총  회를 진행  신입생  여 명에게 충북대에서 운영하는 다양한 교과 ,0
58, 년 한경 대학 취업 창업 평가  울산과학대   년 연속 경남 경북 강원 권역  위  전국  위 등극,1,속에서도 신입생 모집에서 눈에 띄는 성과를 내고 있다   학년도 수시  차 모집에서는 정원 내  지난해 신입생 모집결과를 보면 서울 경기 지역 대학만 충원률  를 달성했고   에 살짝 못 미치는 수치로 ,0
59,동국대 전산원  직장인 야간대학교 개념  학년도  월 신입생 모집 나서,1,주말학사과정 신입생을 모집한다고 밝혔다  주말학사과정은 고등학교 졸업 예정 이상 학력 소지자로  현재 동국대 전산원은 성공적인 취업사례와 학사편입 및 대학원 합격자 명단을 홈페이지에 공개하고 있으며 ,0
60, 출근길  취업자  개월 연속 감소  이후 최장 감소세 경제단체  중대재해법 철회하라     경제 ,0, 세대 취준생  는 정년 퇴임 목표로 안 해  세대  신입 취업준비생  명 중  명 이상은 첫 직장에서 정년까지 다니는 것을 목표로 하지 않는 것으로 나타났습니다  취업포털 사람인이  대  세대  구직자 ,0
61,대기업 신입사원도 받는 근로장려금 논란,0,이러한 경우 연봉이 높은 신입사원도 하반기에 취업해 월급을 몇 달치만 받았다면 연소득이  천만원을 넘지 않아 장려금을 받을 수 있는 조건이 된다  실제로 제도 개편 이후   세 미만 단독 가구에만 매년 약  천억원이 ,0
62, 첫 출근 언제하죠 대한항공 신입사원  여명   년째  입사 대기 ,1,업계에 따르면 이미 일부 신입사원들은 대한항공 입사를 기다리지 못하고 다른 기업에 취업한 것으로 전해졌다  대한항공도 다른 회사 입사를 막고 있지는 않다  특히 한진그룹이 대한항공과 아시아나항공의 합병을 ,0
63,지방서 수도권으로 재입사  공기업  중고신입 늘었다,1,신입 직원들 입장에서는 작은 기관에 취업했다가  년 정도 경력을 쌓은 뒤 더 좋은 기관 신입으로 다시 도전해 취업해도 손해볼 것은 없다  임금이 높아지니 연봉 보전도 되는 데다 기존 직장에서 쌓은 노하우가 있어 ,0
64, 삼성에서   배웠습니다  믿고 뽑는다는 대기업 취업지원프로그램 수료자들,0,  취업준비생 김모 씨는 지난  월부터 진행하고 있는  삼성 청년 소프트웨어 아카데미   기  방식으로 신입사원  명을 뽑기도 했다  금융업계 관계자는  최근 은행권은 물론 증권  보험업계까지 ,0
65, 대졸 신입  고졸한테 인사도 안 시켜 특성화고에 드리운  차별 ,0,신양은  실제 특성화고를 졸업하고 취업한 언니들이  고졸 이라는 이유로 차별적인 말을 많이 들었다고  대졸 신입이 처음 들어오면  고졸한테는 인사를 안 시켜준다 며 차별을 경험했다고 밝혔다  심지어는 고졸인데 ,0
66, 문송 도  개월이면 개발자로 취업하는 방법,1,코로나  장기화로 취업 문턱이 더 높고 단단해진 가운데 경력사원은 물론 신입사원에게도 새로운 분야의 취업 문을 열어주는 스타트업이 눈길을 끈다  코드스테이츠는 전공이나 배경  경제적 여건과 상관없이 구직자의 ,0
67,충북대 진로 취업 로드맵 그린다,1,진로 취업 로드맵과 함께하는 신입생 멘토링 을 운영했다  프로그램은  신입생 정착 멘토링 에 참여하고 있는 학생들을 대상으로 신청을 받아 진행했으며 총  회를 진행해 신입생  여 명에게 충북대에서 운영하는 ,0
68,창성그룹 신입 경력 공채   주 창성 창성건설 주   일까지 서류 접수,0,창성그룹은 신입 및 경력사원 공채를 실시한다고  일 밝혔다  코로나  팬데믹 세계적 대유행 으로 인한  창성그룹 인사 채용 관계자는  코로나  로 어려운 취업 상황이 지속되고 있지만  이번 공채뿐만 아니라  년 ,0
69,신입 구직자    하반기 구직 포기 ,0,취업플랫폼 잡코리아가 신입 구직자  명을 대상으로  하반기 구직활동 현황 을 조사한 결과다  먼저 잡코리아가 설문에 참여한 신입 구직자들에게  현재 하반기 구직활동을 하고 있는지  물었다  그 결과  ,0
70,청년 취업부터 고민까지 책임지는  대학일자리센터 ,0,경남대는 코로나 로 대학 생활 적응에 어려움을 겪는 신입생들을 위해 원스톱 상담지원 체계인  고상해 고민상담해결 드림  프로젝트를 구축했다  학생들이 대학일자리센터 등 진로상담과 취업지원을 담당하는  개 ,0
71,대기업 신입사원도 받은  근로장려금 ,1,이 때문에 연봉이 높은 신입사원이라도 취업을 하반기에 해 월급을 몇 달치만 받았다면 연소득이  천만 원에 못 미쳐 근로장려금을 받을 수 있게 됐다  자신의 회사를 인증하고 활동하는 블라인드 앱의 게시판에서 ,0
72, 학과 학과 대입성적 취업률은 국민대 행정 인기는 단국대,0,대학 간 비교 시에는 졸업 후 취업률  중도탈락률  신입생 충원율 등 정량 지표를 주로 활용  객관성을 유지할 계획이다  수험생에게 어느 한 쪽으로 치우치지 않는 정보를 제공해 대학 선택에 도움을 주기 위해서다 ,0
73,코로나로 막힌 취업문 드디어 열리나 내년도 신입사원 인턴채용 시작,0, 일 취업포털 인크루트와 취업성공  위 플랫폼 잡코리아는 내년도 대졸신입 및 인턴 채용을 시작한 기업들을 소개했다  먼저 현대자동차는 제네시스 전략지원 부문 채용전환형 인턴을 선발한다  모집분야는 ,0
74,전남대  신입생 수시모집 면접 실시간 화상으로 진행,0,전남대학교가 내년 신입생 수시모집을 위한 면접을 실시간 화상으로 진행한다  전남대학교는 지난  월  조기취업형계약학과 수험생은 여수캠퍼스에서 대면 면접을 실시할 예정으로 면접장소와 시간은  월  일 전남대 ,0
75,취업시장 대세  올드루키 명 중  명  중고신입 갈 수 있다 ,0, 올드루키  정말 경쟁력 있나  조직 생활 경험  강점 업종별  온도차  중고신입은 취업시장에서 유리할까  불리할까  블라인드 채용이 늘어나 나이 제약이 적어지고 경기 불황으로 신입 교육에 자원을 투자할 ,0
76, 고난이도 과제에  시간 교육까지  국민은행의 황당한 신입 공채에 취준생 분노,0,서류 단계서 난이도 높은 사전과제 제출 요구 과제내고 교육 받은 뒤 면접 전 탈락하면  무용지물   국민은행의 신입사원 채용 공고가 취업 준비생 사이에서 논란이 되고 있다  서류 전형 단계에서 면접시 필요한 과제를 ,0
77,수능 이후 한국 직업전문학교 인공지능학과   학년도 신입생 선발,0,평가해 신입생을 선발 중이다  인공지능학과는 체계적인 현장 실무 교육과 학생들이 팀을 이뤄 주도적으로 프로젝트 작품을 개발해나가는 프로젝트 시스템을 통해 매년 높은 취업률을 달성하고 있는 곳으로 많은 ,0
78,대졸 신입사원 평균 나이는  대 때 보다  세 많아져 ,1,지난달 인크루트가 구직자  명 대상으로 조사한 결과  대졸 신입 취업 나이 상한선에 대해 남성은  살  여성은  살이라고 대답했다   년 인사담당자가 밝힌 남녀 입사 마지노선도 남자는 평균  세  여자는 ,0
79,대졸 신입 연령대  대로 외환위기 때보다  세 가량 높아져,0, 년제 대학을 졸업하고 첫 취업을 하는 신입사원들의 연령대가 외환위기 때보다  세 가량 높아졌다는 조사 결과가 나왔다  취업 포털 인크루트가  일 발표한 자료에 따르면   년 대졸 신입사원의 평균 나이는  ,0
80, 일부터 서울시 특성화고 신입생 선발전형 시작,0, 파이낸셜뉴스  서울특별시교육청은  학년도 특성화고등학교 신입생 선발전형을 오는  일부터  특성화고 특별전형 중 미래인재전형은 출결  봉사활동  학업계획서 및 자기소개서 등을 반영하며 취업과 창업 의지가 ,0
81,올해 신입사원 합격스펙  인턴경험  줄고  영어말하기  늘어 ,1,잡코리아가 올해 신입직 취업에 성공한  년대졸 학력의 신입사원  명의  합격스펙 을 조사한 결과 매년 증가 추세를 보이던  인턴경험  과  자격증 취득  비율은 감소하고   영어말하기 점수  보유자가 크게 증가한 ,0
82,취업할 때 가장 중요한 스펙은   학벌보다 인턴 경험이 더 중요 ,1,  구직자  학벌  전공보다 인턴 경험 중요   일 취업정보 사이트  진학사 캐치 가  대 취업준비생   그룹은 올해부터 신입사원의   이상을 채용 연계형 인턴으로 선발한다고 밝혔다    역시 올해 하반기 ,0
83, 취업  티몬  하반기 신입   공개 채용,0,티몬이 두 자릿수 규모의 신입   공개 채용을 시작한다고  일 밝혔다  서류접수 후 빠르면  주일 만에  채용 대상은  가전  식품  패션  리빙 등 전체 카테고리의 상품 소싱을 담당할 신입  ,0
84,직장인    경력 포기 신입 지원  가장 큰 이유는 바로 ,0,못하고 신입사원으로 취업해도 괜찮다는 직장인들이 상당수에 이르는 것으로 보인다 고 분석했다  한편 지난해 잡코리아 조사 결과  실제 인사담당자  명중  명 은  신입직 채용 시 올드루키 지원자가 ,0
85, 구직자  명 중  명  하반기 취업 못할 것 같아 ,1,취업플랫폼 사람인이 신입 구직자  명을 대상으로  하반기 취업 자신감 에 대해 조사한 결과   가  취업할 자신이 없다 고 응답했다  성별로는 여성 이 남성 보다 자신 없다고 응답한 비율이  ,0
86,패션단일전공 서울패션직업전문학교  수시 차 추가모집 기간 신입생 선발,1,맞춰 신입생을 선발한다고  일 밝혔다 서울패션직업전문학교는 패션디자인과 패션비즈니스전공으로  폭넓은 취업 지원뿐만 아니라 공모전  크루 를 운영하여  한국의상디자인학회 제로웨이스트 총  명 수상 및 ,0
87, 될성 부른 신입 보다  즉시 투입 경력  뽑는 대기업,0,대졸 신입사원의 취업 문은 더욱 좁아진 셈이다  채용 전형이 시작부터 끝까지 언택트로 속속 바뀌는 점도 코로나 가 낳은 특징이다  대졸 신입사원 공채 속속 없애고 수시 채용 도입  일 재계에 따르면 주요 그룹 ,0
88,한국과학기술직업전문학교  학년도 신입생 선발,1,면접전형으로 신입생을 선발 중이다  과기전 관계자는  항공정비 단일과정을 운영하며 항공정비사 취업에 있어 가장 중요한 면장 취득에 유리한 실습이 진행되고 있으며 실제로 본교의 항공정비사 면장  항공산업기사 등 ,0
89,충북대  신입생 진로 설계 돕는 멘토링 운영,0,충북대 대학일자리센터는 지난  월  일부터 이달  일까지   진로 취업 로드맵과 함께하는 신입생 멘토링 을 운영했다  이 프로그램은 신입생들이 저학년부터 학과 학년별 진로 취업 로드맵을 활용해 진로를 ,0
90, 양승훈의 공론공작소 청년정책  취업 넘어 커리어 형성 도와라,1,것이 취업률이다  기본은 신입생 재학생  올해도 입학처의 비장한 당부와 함께 신입학 전형을 진행했다  인구 절벽에 코로나 로 인한 교육의 질 저하로 지원자가 급격히 줄 수 있다는 것이었다  교수들은 입학 면접 때 ,0
91,신입 구직자    코로나 때문에 하반기 구직 포기했다 ,0,취업포털 잡코리아가 신입 구직자  명을 대상으로  하반기 구직활동 현황 을 조사한 결과  가 현재 하반기 구직활동을 하고 있다고 답했다   는  자격증 취득 등을 이유로 구직활동을 잠시 미뤄둔 상태 ,0
